"flies","week","trt","cty"
80,5,"gardstar","camp"
90,6,"gardstar","camp"
125,7,"gardstar","camp"
50,8,"gardstar","camp"
75,9,"gardstar","camp"
125,10,"gardstar","camp"
150,11,"gardstar","camp"
150,12,"gardstar","camp"
150,13,"gardstar","camp"
175,14,"gardstar","camp"
225,15,"gardstar","camp"
250,16,"gardstar","camp"
250,17,"gardstar","camp"
175,18,"gardstar","camp"
125,19,"gardstar","camp"
100,20,"gardstar","camp"
100,21,"gardstar","camp"
150,22,"gardstar","camp"
125,23,"gardstar","camp"
75,24,"gardstar","camp"
15,1,"gardstar","camp"
20,2,"gardstar","camp"
25,3,"gardstar","camp"
50,4,"gardstar","camp"
80,5,"gardstar","camp"
90,6,"gardstar","camp"
130,7,"gardstar","camp"
50,8,"gardstar","camp"
75,9,"gardstar","camp"
125,10,"gardstar","camp"
150,11,"gardstar","camp"
150,12,"gardstar","camp"
150,13,"gardstar","camp"
150,14,"gardstar","camp"
225,15,"gardstar","camp"
250,16,"gardstar","camp"
250,17,"gardstar","camp"
175,18,"gardstar","camp"
125,19,"gardstar","camp"
100,20,"gardstar","camp"
125,21,"gardstar","camp"
150,22,"gardstar","camp"
100,23,"gardstar","camp"
100,24,"gardstar","camp"
50,1,"optimizer","camp"
50,2,"optimizer","camp"
75,3,"optimizer","camp"
125,4,"optimizer","camp"
125,5,"optimizer","camp"
150,6,"optimizer","camp"
200,7,"optimizer","camp"
175,8,"optimizer","camp"
200,9,"optimizer","camp"
225,10,"optimizer","camp"
250,11,"optimizer","camp"
250,12,"optimizer","camp"
250,13,"optimizer","camp"
220,14,"optimizer","camp"
250,15,"optimizer","camp"
250,16,"optimizer","camp"
225,17,"optimizer","camp"
200,18,"optimizer","camp"
220,19,"optimizer","camp"
175,20,"optimizer","camp"
175,21,"optimizer","camp"
150,22,"optimizer","camp"
100,23,"optimizer","camp"
100,24,"optimizer","camp"
50,1,"optimizer","camp"
50,2,"optimizer","camp"
75,3,"optimizer","camp"
125,4,"optimizer","camp"
125,5,"optimizer","camp"
150,6,"optimizer","camp"
200,7,"optimizer","camp"
175,8,"optimizer","camp"
200,9,"optimizer","camp"
225,10,"optimizer","camp"
250,11,"optimizer","camp"
250,12,"optimizer","camp"
225,13,"optimizer","camp"
250,14,"optimizer","camp"
250,15,"optimizer","camp"
200,16,"optimizer","camp"
225,17,"optimizer","camp"
200,18,"optimizer","camp"
200,19,"optimizer","camp"
175,20,"optimizer","camp"
175,21,"optimizer","camp"
150,22,"optimizer","camp"
100,23,"optimizer","camp"
100,24,"optimizer","camp"
50,1,"optimizer","camp"
50,2,"optimizer","camp"
75,3,"optimizer","camp"
125,4,"optimizer","camp"
125,5,"optimizer","camp"
125,6,"optimizer","camp"
175,7,"optimizer","camp"
175,8,"optimizer","camp"
225,9,"optimizer","camp"
225,10,"optimizer","camp"
225,11,"optimizer","camp"
250,12,"optimizer","camp"
225,13,"optimizer","camp"
250,14,"optimizer","camp"
250,15,"optimizer","camp"
200,16,"optimizer","camp"
200,17,"optimizer","camp"
200,18,"optimizer","camp"
220,19,"optimizer","camp"
175,20,"optimizer","camp"
175,21,"optimizer","camp"
150,22,"optimizer","camp"
100,23,"optimizer","camp"
100,24,"optimizer","camp"
75,1,"optimizer","camp"
75,2,"optimizer","camp"
75,3,"optimizer","camp"
100,4,"optimizer","camp"
125,5,"optimizer","camp"
125,6,"optimizer","camp"
175,7,"optimizer","camp"
175,8,"optimizer","camp"
225,9,"optimizer","camp"
200,10,"optimizer","camp"
225,11,"optimizer","camp"
250,12,"optimizer","camp"
225,13,"optimizer","camp"
250,14,"optimizer","camp"
200,15,"optimizer","camp"
200,16,"optimizer","camp"
225,17,"optimizer","camp"
180,18,"optimizer","camp"
200,19,"optimizer","camp"
175,20,"optimizer","camp"
150,21,"optimizer","camp"
125,22,"optimizer","camp"
120,23,"optimizer","camp"
75,24,"optimizer","camp"
75,1,"optimizer","camp"
75,2,"optimizer","camp"
75,3,"optimizer","camp"
100,4,"optimizer","camp"
125,5,"optimizer","camp"
150,6,"optimizer","camp"
200,7,"optimizer","camp"
200,8,"optimizer","camp"
225,9,"optimizer","camp"
225,10,"optimizer","camp"
250,11,"optimizer","camp"
275,12,"optimizer","camp"
200,13,"optimizer","camp"
200,14,"optimizer","camp"
200,15,"optimizer","camp"
250,16,"optimizer","camp"
225,17,"optimizer","camp"
180,18,"optimizer","camp"
200,19,"optimizer","camp"
180,20,"optimizer","camp"
150,21,"optimizer","camp"
125,22,"optimizer","camp"
120,23,"optimizer","camp"
75,24,"optimizer","camp"
75,1,"optimizer","camp"
75,2,"optimizer","camp"
80,3,"optimizer","camp"
125,4,"optimizer","camp"
100,5,"optimizer","camp"
150,6,"optimizer","camp"
200,7,"optimizer","camp"
200,8,"optimizer","camp"
200,9,"optimizer","camp"
225,10,"optimizer","camp"
250,11,"optimizer","camp"
275,12,"optimizer","camp"
200,13,"optimizer","camp"
200,14,"optimizer","camp"
200,15,"optimizer","camp"
225,16,"optimizer","camp"
225,17,"optimizer","camp"
180,18,"optimizer","camp"
200,19,"optimizer","camp"
180,20,"optimizer","camp"
150,21,"optimizer","camp"
125,22,"optimizer","camp"
120,23,"optimizer","camp"
75,24,"optimizer","camp"
50,1,"optimizer","camp"
75,2,"optimizer","camp"
90,3,"optimizer","camp"
125,4,"optimizer","camp"
125,5,"optimizer","camp"
150,6,"optimizer","camp"
175,7,"optimizer","camp"
200,8,"optimizer","camp"
200,9,"optimizer","camp"
200,10,"optimizer","camp"
250,11,"optimizer","camp"
275,12,"optimizer","camp"
250,13,"optimizer","camp"
200,14,"optimizer","camp"
200,15,"optimizer","camp"
225,16,"optimizer","camp"
200,17,"optimizer","camp"
180,18,"optimizer","camp"
210,19,"optimizer","camp"
175,20,"optimizer","camp"
150,21,"optimizer","camp"
125,22,"optimizer","camp"
100,23,"optimizer","camp"
75,24,"optimizer","camp"
75,1,"optimizer","camp"
75,2,"optimizer","camp"
90,3,"optimizer","camp"
125,4,"optimizer","camp"
125,5,"optimizer","camp"
150,6,"optimizer","camp"
200,7,"optimizer","camp"
200,8,"optimizer","camp"
200,9,"optimizer","camp"
200,10,"optimizer","camp"
225,11,"optimizer","camp"
250,12,"optimizer","camp"
250,13,"optimizer","camp"
200,14,"optimizer","camp"
250,15,"optimizer","camp"
225,16,"optimizer","camp"
200,17,"optimizer","camp"
180,18,"optimizer","camp"
200,19,"optimizer","camp"
175,20,"optimizer","camp"
150,21,"optimizer","camp"
150,22,"optimizer","camp"
100,23,"optimizer","camp"
100,24,"optimizer","camp"
75,1,"optimizer","camp"
50,2,"optimizer","camp"
80,3,"optimizer","camp"
100,4,"optimizer","camp"
100,5,"optimizer","camp"
150,6,"optimizer","camp"
200,7,"optimizer","camp"
175,8,"optimizer","camp"
200,9,"optimizer","camp"
225,10,"optimizer","camp"
225,11,"optimizer","camp"
250,12,"optimizer","camp"
250,13,"optimizer","camp"
250,14,"optimizer","camp"
250,15,"optimizer","camp"
200,16,"optimizer","camp"
225,17,"optimizer","camp"
180,18,"optimizer","camp"
210,19,"optimizer","camp"
175,20,"optimizer","camp"
150,21,"optimizer","camp"
150,22,"optimizer","camp"
100,23,"optimizer","camp"
100,24,"optimizer","camp"
75,1,"optimizer","camp"
50,2,"optimizer","camp"
80,3,"optimizer","camp"
100,4,"optimizer","camp"
100,5,"optimizer","camp"
125,6,"optimizer","camp"
200,7,"optimizer","camp"
175,8,"optimizer","camp"
200,9,"optimizer","camp"
225,10,"optimizer","camp"
225,11,"optimizer","camp"
250,12,"optimizer","camp"
250,13,"optimizer","camp"
225,14,"optimizer","camp"
250,15,"optimizer","camp"
200,16,"optimizer","camp"
225,17,"optimizer","camp"
200,18,"optimizer","camp"
200,19,"optimizer","camp"
175,20,"optimizer","camp"
150,21,"optimizer","camp"
150,22,"optimizer","camp"
100,23,"optimizer","camp"
100,24,"optimizer","camp"
65,3,"control","cherokee"
85,4,"control","cherokee"
70,5,"control","cherokee"
80,6,"control","cherokee"
70,7,"control","cherokee"
65,8,"control","cherokee"
40,9,"control","cherokee"
50,10,"control","cherokee"
28,11,"control","cherokee"
75,12,"control","cherokee"
35,13,"control","cherokee"
60,14,"control","cherokee"
75,15,"control","cherokee"
80,16,"control","cherokee"
90,17,"control","cherokee"
100,18,"control","cherokee"
105,19,"control","cherokee"
110,20,"control","cherokee"
125,21,"control","cherokee"
50,22,"control","cherokee"
65,23,"control","cherokee"
45,24,"control","cherokee"
85,3,"control","cherokee"
95,4,"control","cherokee"
65,5,"control","cherokee"
75,6,"control","cherokee"
85,7,"control","cherokee"
15,8,"control","cherokee"
10,9,"control","cherokee"
60,10,"control","cherokee"
15,11,"control","cherokee"
25,12,"control","cherokee"
20,13,"control","cherokee"
35,14,"control","cherokee"
90,15,"control","cherokee"
95,16,"control","cherokee"
90,17,"control","cherokee"
85,18,"control","cherokee"
80,19,"control","cherokee"
75,20,"control","cherokee"
60,21,"control","cherokee"
100,22,"control","cherokee"
95,23,"control","cherokee"
90,24,"control","cherokee"
95,3,"control","cherokee"
115,4,"control","cherokee"
90,5,"control","cherokee"
95,6,"control","cherokee"
100,7,"control","cherokee"
35,8,"control","cherokee"
15,9,"control","cherokee"
45,10,"control","cherokee"
35,11,"control","cherokee"
